Image,Disease %,Contrast,Correlation,Energy,Homogeneity,ASM,Dissimilarity
1.JPG,3.672804627,176.346875,0.7259569692,0.9688577014,0.9697426896,0.9386852456,1.796354167
10.JPG,0.1711371892,7.136121324,0.5639444959,0.9989123833,0.9989776011,0.9978259496,0.06602328431
100.JPG,21.56966224,616.81106,0.7922674751,0.8341655533,0.8387504381,0.6958321702,7.529074755
101.JPG,19.47871003,600.5970895,0.8180440929,0.8444433913,0.850462776,0.7130846411,6.804932598
102.JPG,3.388020049,185.9289522,0.731079422,0.9628375366,0.9635997198,0.9270561219,2.031372549
103.JPG,12.16934824,327.7479473,0.8658679376,0.9123632915,0.9156979288,0.8324067757,3.75713848
104.JPG,4.067018718,251.8595282,0.7460530379,0.9550866839,0.9566405163,0.9121905737,2.485569853
105.JPG,16.5307833,437.3497243,0.8546820543,0.8880530926,0.8928028205,0.7886382952,4.619730392
106.JPG,13.4357855,502.6550551,0.8478914267,0.8542609574,0.859219361,0.7297617834,5.995526961
107.JPG,1.908953451,106.2838848,0.6667977659,0.980086091,0.9805396998,0.9605687458,1.172977941
108.JPG,4.008538041,172.0075368,0.6805471796,0.9670808377,0.9677170493,0.9352453467,1.897120098
109.JPG,13.40220726,454.6710478,0.8022804365,0.8780053817,0.8819368515,0.7708934503,5.445741422
11.JPG,95.7736878,1030.702022,0.8831483136,0.5395609755,0.5666921414,0.2911260463,13.61354167
110.JPG,2.947681666,147.0792586,0.6043339767,0.978401137,0.9788145309,0.9572687849,1.45536152
111.JPG,8.079615174,236.7128983,0.8510119931,0.9267475412,0.9306981466,0.8588610051,2.810018382
112.JPG,32.69783483,769.6552083,0.7620505429,0.7594797754,0.7674607228,0.5768095292,9.951286765
113.JPG,0.006595218467,0.08164828431,-2.58E-05,0.999938726,0.9999388234,0.9998774557,0.002052696078
114.JPG,17.90506052,470.4320619,0.8571015706,0.8812517992,0.8861301916,0.7766047336,5.023207721
115.JPG,8.16035816,277.8044424,0.7611417205,0.9376696293,0.9393464906,0.8792243336,3.101960784
116.JPG,16.39776288,535.8309436,0.8218313409,0.8353438714,0.8410048948,0.6977993835,6.80658701
117.JPG,14.22536923,350.5808517,0.8064850558,0.8537585674,0.8621131006,0.7289036914,4.956740196
118.JPG,21.14426556,441.0919424,0.7768135748,0.8717407336,0.8752813669,0.7599319066,5.740625
119.JPG,0.07341604875,2.447640931,0.1637079545,0.9994332161,0.9994364536,0.9988667535,0.03495710784
12.JPG,9.941794709,416.223223,0.820097935,0.9004461087,0.9033976201,0.8108031947,4.68560049
120.JPG,5.297913853,305.6365502,0.7670772172,0.940105264,0.9417471759,0.8837979073,3.244883578
121.JPG,3.919884758,210.3093444,0.7654938201,0.9534472399,0.9547124912,0.9090616393,2.382659314
122.JPG,3.355603708,225.1959559,0.6797322195,0.9664220963,0.9668882922,0.9339716683,2.214644608
123.JPG,2.825983347,227.9724265,0.6916385534,0.9645533826,0.9653507922,0.9303632279,2.221139706
124.JPG,82.24047065,1050.554412,0.8881431493,0.5615943483,0.5775987624,0.315388212,15.13964461
125.JPG,16.04754302,866.3437194,0.7224589382,0.8484133113,0.8526740189,0.7198051468,8.603553922
126.JPG,8.391567326,277.0322917,0.7972009017,0.9328134942,0.9346046313,0.870141015,3.252971814
127.JPG,4.429999141,249.4343137,0.8092784422,0.9692251803,0.9704002791,0.9393974501,1.926930147
128.JPG,76.04354043,878.430239,0.9218449553,0.7111922379,0.731539584,0.5057943992,8.996446078
129.JPG,12.16834058,518.2289522,0.7794738114,0.8935228627,0.8967993618,0.7983831062,5.460294118
13.JPG,1.83980123,133.2438725,0.6360437244,0.9777423821,0.9781513318,0.9559801658,1.389154412
130.JPG,16.23560445,695.5714154,0.7817137983,0.8314091975,0.8362347405,0.6912412536,7.933394608
131.JPG,10.93573071,309.5954657,0.7752613886,0.9285095531,0.9317578758,0.8621299903,3.340349265
132.JPG,17.31566128,603.0272978,0.8319093389,0.8735015166,0.8792264234,0.7630048994,5.785569853
133.JPG,12.60115997,360.9306679,0.8536200071,0.9038615656,0.9068854596,0.8169657298,4.220741422
134.JPG,0.03298054148,4.079197304,0.1094146483,0.9996936294,0.9996936636,0.9993873528,0.03422181373
135.JPG,46.80338375,971.0998162,0.8627109077,0.7738564228,0.7824159967,0.5988537632,9.687469363
136.JPG,92.42655348,803.4776348,0.8926252527,0.7202584328,0.7324347223,0.51877221,9.831862745
137.JPG,63.53707415,549.6138787,0.8701723281,0.8699781046,0.8784768038,0.7568619026,5.093045343
138.JPG,4.107977489,230.5076287,0.7468236182,0.9587781621,0.9596417306,0.9192555641,2.358026961
139.JPG,12.19939048,513.2554228,0.7676065035,0.8678192953,0.8718615415,0.7531103293,6.20067402
14.JPG,57.75754672,949.0680147,0.8673311052,0.5960831642,0.6197934642,0.3553151386,12.98655025
140.JPG,14.3730172,530.9327206,0.807751598,0.8613087645,0.8654386013,0.7418527879,6.305729167
141.JPG,0.05194299257,1.919393382,0.2635835243,0.9995710815,0.999571217,0.9991423469,0.0275122549
142.JPG,5.829177966,259.5437194,0.7152840077,0.9447774904,0.9460294508,0.8926045063,2.960661765
143.JPG,62.3509842,632.8420343,0.9064381591,0.7592271426,0.772529639,0.5764258541,7.634191176
144.JPG,9.380514243,291.7875306,0.8275593769,0.9182921355,0.9221652148,0.8432604462,3.466329657
145.JPG,32.69160249,833.9654718,0.8660114096,0.8285121998,0.8373608557,0.6864324652,7.6171875
146.JPG,0.5596657339,6.137071078,0.7685143428,0.9968597132,0.9970114266,0.9937292877,0.1027267157
147.JPG,7.165026938,301.848652,0.8037394371,0.9441032565,0.9457535036,0.891330959,3.004258578
148.JPG,10.29243312,355.2338542,0.7973551375,0.912915155,0.9160430035,0.8334140803,3.965992647
149.JPG,2.799626716,108.8292279,0.749959323,0.9731161824,0.9739220926,0.9469551045,1.270680147
15.JPG,6.349945661,245.6219056,0.809305475,0.9430765762,0.9453364379,0.8893934286,2.593964461
150.JPG,0.08646467558,3.617340686,0.4841558439,0.9994025779,0.9994144419,0.9988055128,0.03789828431
151.JPG,15.75711247,436.4795343,0.7922692772,0.8678507893,0.8728879544,0.7531649925,5.452757353
152.JPG,5.339049104,304.8911152,0.7718978106,0.9393852521,0.9413484979,0.8824446518,3.18057598
153.JPG,67.10580275,1507.72644,0.8474084797,0.5935661263,0.6096270382,0.3523207462,16.95346201
154.JPG,71.00214081,1075.162132,0.9132967814,0.6593705801,0.6787677766,0.4347695619,11.69178922
155.JPG,12.34669624,422.2098346,0.8074314917,0.8919138241,0.8954833082,0.7955102696,4.926041667
156.JPG,52.35871648,714.5602022,0.8499847426,0.8093336756,0.8201987033,0.6550209985,7.273743873
157.JPG,80.60995034,831.5912377,0.921016939,0.6481292867,0.6694356901,0.4200715722,10.4036152
158.JPG,16.86478455,475.1864583,0.8112966289,0.8639891191,0.8681282753,0.7464771979,5.919117647
159.JPG,2.467263956,157.7724571,0.666168167,0.9753833863,0.975919778,0.9513727502,1.585447304
16.JPG,66.40926641,712.7511642,0.8976218335,0.7083144945,0.7345802657,0.5017094231,7.996323529
160.JPG,9.790809941,327.6478248,0.7974492612,0.9201607791,0.923659308,0.8466958594,3.549908088
161.JPG,94.49430311,816.2758885,0.9468794639,0.5436861596,0.5755449164,0.2955946401,11.13226103
162.JPG,5.848608282,219.5337316,0.7516628611,0.9516552851,0.9531191064,0.9056477816,2.455759804
163.JPG,12.80550421,451.166299,0.7336510289,0.8853449171,0.8884018396,0.7838356223,5.538694853
164.JPG,70.2654045,938.2773897,0.8682540714,0.5922013638,0.6093112645,0.3507024553,13.45854779
165.JPG,6.082568,347.7559436,0.7231705845,0.9252166745,0.9278164936,0.8560258948,3.842892157
166.JPG,0.08867868756,2.744761029,0.3745686234,0.9992187559,0.9992210764,0.9984381222,0.03927696078
167.JPG,14.18179702,593.7317708,0.788121052,0.8445206546,0.8505401045,0.713215136,6.883884804
168.JPG,12.07408915,419.1688419,0.807967678,0.8947783719,0.8979019441,0.8006283349,4.888449755
169.JPG,15.27023532,467.5622549,0.8354297522,0.8755226828,0.8803638295,0.766539968,5.239920343
17.JPG,49.20486895,838.9095588,0.8690522059,0.8073271135,0.8212900187,0.6517770683,7.567738971
170.JPG,33.97880539,630.1168505,0.8424615435,0.8557628725,0.8615267347,0.7323300939,6.459865196
171.JPG,3.250396735,168.6721201,0.6776351726,0.9687660005,0.9695709272,0.9385075637,1.835661765
172.JPG,2.16408784,135.2759804,0.713824409,0.9735144303,0.9740161932,0.947730346,1.517555147
173.JPG,19.42252755,651.877788,0.7965362882,0.8324032504,0.8372131402,0.6928951713,7.660539216
174.JPG,6.440259339,248.927788,0.800441004,0.9409628661,0.942988261,0.8854111154,2.738878676
175.JPG,7.355546183,165.5416667,0.8199846387,0.9232246697,0.9271778644,0.8523437907,2.523743873
176.JPG,9.037023527,338.1808211,0.8319558296,0.9361068781,0.9387994983,0.8762960872,3.12745098
177.JPG,17.18513647,620.6343597,0.7683770762,0.8560104413,0.860604549,0.7327538756,6.911963848
178.JPG,67.61466506,772.3522212,0.9094009246,0.6743149134,0.709159602,0.4547006025,9.059849877
179.JPG,7.724500777,379.7768689,0.7093585706,0.9153368097,0.9179533565,0.8378414753,4.351286765
18.JPG,2.818009222,97.11173407,0.6772810906,0.969961039,0.9711811776,0.9408244172,1.321905637
180.JPG,5.090850097,274.155913,0.8076572504,0.9509655855,0.952283937,0.9043355448,2.650245098
181.JPG,8.803533035,240.0931679,0.8497060017,0.9177402925,0.922077149,0.8422472445,3.024264706
182.JPG,3.954879043,180.8697304,0.6627325714,0.9584417658,0.9594439986,0.9186106184,2.184926471
183.JPG,92.32388505,1016.852727,0.8904370061,0.6162843749,0.6382831441,0.3798064308,12.21697304
184.JPG,13.81058478,541.0877145,0.8113783109,0.8599756098,0.8650534333,0.7395580494,6.180698529
185.JPG,17.8430877,264.7288297,0.8273946287,0.8910874848,0.8961564109,0.7940369055,3.732598039
186.JPG,28.47879425,565.1161152,0.8643886199,0.8523773011,0.8573733842,0.7265470635,6.566390931
187.JPG,3.607166397,140.6591912,0.7584708109,0.9731926835,0.9738521707,0.9471039993,1.457199755
188.JPG,44.12361546,671.236152,0.9094004809,0.7329581587,0.7493805262,0.5372276624,8.145802696
189.JPG,98.36285097,873.5025735,0.9338257359,0.5262529575,0.5605654146,0.2769421753,11.88468137
19.JPG,20.77608767,579.9148284,0.7791083468,0.8619680381,0.8657254514,0.7429888988,6.749816176
190.JPG,12.16523372,305.4843137,0.8735490254,0.8993578502,0.9031346465,0.8088445427,3.82879902
191.JPG,10.63150048,378.8829963,0.834300896,0.8998491517,0.9041897821,0.8097284957,4.253308824
192.JPG,2.080055384,100.7882659,0.5925918349,0.9807448383,0.9811368273,0.9618604379,1.15278799
193.JPG,16.34726642,456.8551164,0.7928542848,0.8716637615,0.8754247358,0.7597977132,5.697120098
194.JPG,28.25508575,690.2198836,0.8542440071,0.7528711629,0.7635215893,0.566814988,8.904932598
195.JPG,12.07035662,420.3603554,0.7650033587,0.8862323969,0.8901897307,0.7854078614,5.038848039
196.JPG,2.587733936,127.1319547,0.6743059412,0.9732234566,0.9739789343,0.9471638966,1.451102941
197.JPG,66.470611,894.7476103,0.9084012841,0.6739077376,0.6908292323,0.4541516388,10.71632966
198.JPG,14.64949616,498.0289828,0.806790947,0.8790932916,0.8829791026,0.7728050154,5.610692402
199.JPG,5.745466663,264.9355699,0.7100218747,0.9445632055,0.9459180892,0.8921996492,2.987071078
2.JPG,16.03290746,608.2122243,0.7825555048,0.8649389885,0.8690579329,0.7481194538,6.65713848
20.JPG,11.04688701,482.5725184,0.7908168552,0.9016412867,0.9045542089,0.8129570098,5.069577206
200.JPG,2.819220345,146.6409926,0.7433612606,0.9667131099,0.9676778415,0.9345342368,1.694914216
201.JPG,99.14295061,820.1921875,0.9104916937,0.456676632,0.4853268242,0.2085535462,14.3986826
202.JPG,3.989165878,203.3723346,0.749272747,0.9652272365,0.9665002896,0.9316636181,1.96026348
203.JPG,21.19819058,849.6158088,0.8093900231,0.7863409944,0.7921847182,0.6183321594,10.01783088
204.JPG,31.84314437,610.8238664,0.847847289,0.836952366,0.8438598385,0.700489263,6.886427696
205.JPG,12.60910967,402.5647365,0.8309885208,0.9126389568,0.9156197739,0.8329098655,4.168259804
206.JPG,10.4404472,357.8773897,0.8375082424,0.9042142585,0.9078921501,0.8176034253,4.099448529
207.JPG,14.98332539,593.3074449,0.7844846077,0.8524698508,0.8563269182,0.7267048465,6.992003676
208.JPG,2.881596873,142.7762255,0.6677358047,0.9731928797,0.9737378278,0.9471043812,1.554595588
209.JPG,0.5356492797,51.09641544,0.62911468,0.9946691643,0.9947914424,0.9893667464,0.4107843137
21.JPG,3.305640066,219.5758272,0.7152641255,0.9679540127,0.969038947,0.9369349706,2.03125
210.JPG,38.79206731,675.1383272,0.8491200042,0.6728674083,0.687753884,0.4527505492,10.07588848
211.JPG,8.6780933,305.8887561,0.7750457219,0.9232248118,0.9252998277,0.8523440531,3.667493873
212.JPG,8.939747208,323.4887868,0.827928992,0.937485466,0.9396024149,0.8788789989,3.089093137
213.JPG,7.520519183,384.741973,0.7397638561,0.9308683318,0.9325049866,0.8665158512,3.925704657
214.JPG,75.93743304,930.9920956,0.9225255357,0.6930266292,0.7125702187,0.4802859088,9.610569853
215.JPG,8.716275315,298.9783088,0.8256769322,0.9205437088,0.9238177831,0.8474007199,3.430116422
216.JPG,0.2143039918,3.023560049,0.4842118407,0.9983302897,0.9983732085,0.9966633673,0.05520833333
217.JPG,2.894729132,167.8946998,0.6462113165,0.9714159242,0.9720128456,0.9436488979,1.742034314
218.JPG,2.25609231,119.156587,0.6440099098,0.9755213156,0.9760757567,0.9516418373,1.385140931
219.JPG,48.41746615,803.3171875,0.8542644163,0.7625215574,0.774933536,0.5814391256,9.054105392
22.JPG,98.57435071,947.3460172,0.9347070527,0.4564627766,0.5041019159,0.2083582665,12.09420956
220.JPG,2.246900826,112.1916973,0.773118525,0.9771142251,0.9779239509,0.9547522089,1.177542892
221.JPG,2.846098924,215.4849571,0.7865433259,0.9593602624,0.9604671789,0.920372113,2.189920343
222.JPG,4.469936709,200.3153186,0.816246913,0.9719058722,0.9728597349,0.9446010245,1.648131127
223.JPG,2.222968956,169.7234069,0.6433291691,0.9692869062,0.9699294189,0.9395171064,1.853615196
224.JPG,19.01341502,562.5445466,0.8399017783,0.8338123251,0.8408648227,0.6952429935,6.687745098
225.JPG,3.543077282,104.0502757,0.7476452818,0.9739433411,0.9750243068,0.9485656317,1.208026961
226.JPG,4.025417798,203.2762408,0.6857988238,0.9573386883,0.9584305931,0.9164973642,2.326547181
227.JPG,5.618125362,295.8007966,0.749440436,0.9429544012,0.9445221458,0.8891630028,3.059007353
228.JPG,41.22292888,789.5439645,0.8722976299,0.7963126963,0.8073469751,0.6341139102,7.86528799
229.JPG,14.75206612,489.2023591,0.8043688567,0.8944569155,0.8976249888,0.8000531737,5.404442402
23.JPG,18.98240042,703.6681066,0.8190562366,0.8229067327,0.8290494849,0.6771754907,7.942034314
230.JPG,16.0261504,488.7004596,0.813695443,0.8528531382,0.8578211832,0.7273584753,6.05401348
231.JPG,2.055394747,105.5059743,0.6712500267,0.9789832104,0.9798186761,0.9584081263,1.15379902
232.JPG,72.09577616,1188.222059,0.875279414,0.6732183738,0.6896970891,0.4532229788,12.29108456
233.JPG,1.140208707,72.45401348,0.6804964092,0.9893996148,0.9896191229,0.9789115978,0.7066789216
234.JPG,4.185516332,169.4303309,0.7385293753,0.966958139,0.9676524566,0.9350080426,1.849785539
235.JPG,57.87261,1124.180699,0.8472625372,0.7712988144,0.7789289869,0.5949018612,10.9596201
236.JPG,89.22247148,1220.292862,0.8777531162,0.5773615022,0.5978865241,0.3333463042,14.67199755
237.JPG,9.775444403,417.9764859,0.7753104261,0.9264572164,0.9303800866,0.8583229738,3.884053309
238.JPG,1.822662628,116.4339767,0.6354222891,0.9795193053,0.9798987852,0.9594580694,1.251531863
239.JPG,22.42812,332.6341299,0.8722787656,0.8707283471,0.8767160705,0.7581678545,4.440502451
24.JPG,87.58980615,643.4897978,0.926700809,0.5194027706,0.5457738526,0.2697792381,11.87264093
240.JPG,3.419574114,203.8211703,0.6565838407,0.9706346941,0.9710975277,0.9421317094,1.98348652
241.JPG,0,0,1,1,1,1,0
242.JPG,2.237021858,140.3265012,0.7340344558,0.9753219706,0.9759662573,0.9512529464,1.451593137
243.JPG,2.013752456,97.61066176,0.670602614,0.9826442245,0.9830551845,0.9655896719,1.052604167
244.JPG,61.81160084,788.8463542,0.8986943695,0.7279027511,0.7439810974,0.529842415,8.929840686
245.JPG,3.307880709,193.2941176,0.7337036719,0.9649822754,0.9664237553,0.9311907919,1.935692402
246.JPG,8.561725453,356.3238664,0.8219252707,0.8836418547,0.8881454499,0.7808229274,4.498314951
247.JPG,3.190715884,132.0439951,0.7616911289,0.9711860315,0.9722606747,0.9432023078,1.430116422
248.JPG,1.922101347,61.37359069,0.7101977511,0.9823991442,0.9829004414,0.9651080786,0.790870098
249.JPG,12.02440001,476.2613971,0.783960241,0.8681100374,0.8723570919,0.7536150371,5.928982843
25.JPG,16.2900699,596.2259344,0.7928688026,0.8558553749,0.8599090087,0.7324884228,6.762576593
250.JPG,18.18738768,682.8493566,0.8451389746,0.8106961421,0.8168611493,0.6572282348,8.188480392
251.JPG,41.3129577,821.9415748,0.8756665039,0.7417194694,0.7522900267,0.5501477713,9.990042892
252.JPG,6.500814453,381.5961091,0.7492919962,0.9104502539,0.9127737493,0.8289196648,4.448590686
253.JPG,9.020345358,301.9752757,0.8097910278,0.9175411471,0.9201208773,0.8418817567,3.658118873
254.JPG,1.70518426,81.56035539,0.7327184726,0.9849266272,0.9853818623,0.970080461,0.8390625
255.JPG,5.270818172,347.9330576,0.6963054966,0.938987908,0.9407400853,0.8816982914,3.541115196
256.JPG,81.17190388,898.596875,0.9148036573,0.5661944719,0.5909159199,0.32057618,12.30327819
257.JPG,7.055909224,394.1756127,0.810692009,0.9285090566,0.9314863805,0.8621290682,3.668137255
258.JPG,5.037790783,241.9721507,0.7705490158,0.9478561094,0.949331784,0.8984312042,2.625857843
259.JPG,0.0432324576,1.335539216,0.2503427721,0.9996476753,0.999663133,0.9992954748,0.02015931373
26.JPG,2.96756195,171.0978248,0.6911551677,0.9677854874,0.9687254475,0.9366087496,1.770618873
260.JPG,1.432126476,85.67714461,0.7099807682,0.9839922326,0.9845728157,0.9682407138,0.879932598
261.JPG,15.63053851,615.1039216,0.7532962318,0.8578643737,0.8624683685,0.7359312837,6.951654412
262.JPG,0.6912442396,23.80027574,0.3142736545,0.9937961513,0.9938293809,0.9876307904,0.3512561275
263.JPG,1.556336705,106.726685,0.557533109,0.9806989705,0.9812406344,0.9617704708,1.174019608
264.JPG,22.02969539,881.2186275,0.8277633298,0.8289871311,0.8347109362,0.6872196635,8.424080882
265.JPG,4.489300684,368.1461397,0.7319944197,0.9465699412,0.9479973476,0.8959946536,3.409650735
266.JPG,42.48855132,547.5116728,0.8436295762,0.8311006204,0.8364835501,0.6907282413,7.007383578
267.JPG,7.947680039,219.7913297,0.7948968691,0.9301943971,0.9335485385,0.8652616165,2.770772059
268.JPG,16.78970343,683.9604167,0.7689088542,0.8343818613,0.8399372151,0.6961930905,7.792310049
269.JPG,6.48633917,218.4459865,0.7927374449,0.9532940202,0.9547305859,0.9087694889,2.340196078
27.JPG,41.25143856,501.0465993,0.8878988267,0.7890830629,0.799114811,0.6226520802,6.85971201
270.JPG,2.3776812,265.3179994,0.6325021384,0.968046143,0.9685954073,0.937113335,2.385768995
271.JPG,6.363636364,283.5638787,0.7867282713,0.9491122127,0.950641194,0.9008139923,2.718995098
272.JPG,15.20717501,440.2168199,0.8066453445,0.8337212694,0.8398315839,0.695091155,6.250949755
273.JPG,3.556222624,186.9870404,0.7078202936,0.9640938805,0.9651019658,0.9294770105,2.016666667
274.JPG,0.08635844925,2.348560049,0.4540020887,0.999310668,0.9993317277,0.9986218112,0.0349877451
275.JPG,13.75706699,355.0887561,0.9105840193,0.8449008266,0.8518971192,0.7138574069,5.057383578
276.JPG,0.5488663467,12.9674326,0.7131778511,0.9956342575,0.9958069079,0.9912875748,0.1695772059
277.JPG,1.903712546,89.07196691,0.4645992411,0.9787845587,0.9793277069,0.9580192123,1.170772059
278.JPG,6.556354444,281.1415748,0.7441996069,0.9355561846,0.9371931965,0.8752653745,3.340502451
279.JPG,44.96607033,532.5266544,0.8550045509,0.8493134441,0.8540198902,0.7213333262,6.576286765
28.JPG,44.02594978,921.9938419,0.8554302524,0.8005095565,0.8091263631,0.6408155501,8.711979167
280.JPG,20.26624406,595.6028493,0.8392120686,0.8507686064,0.8547575198,0.7238072216,6.94286152
281.JPG,4.632525916,175.3987132,0.7672397426,0.9543817478,0.9563391782,0.9108445205,2.002022059
282.JPG,53.01076152,724.2480852,0.8835866631,0.7452750716,0.7611535177,0.5554349323,8.525076593
283.JPG,13.926251,334.7426777,0.9103114597,0.8731334041,0.8815575883,0.7623619413,3.948682598
284.JPG,0.7473290879,71.90968137,0.4475493275,0.9901350215,0.9903137517,0.9803673608,0.743872549
285.JPG,7.11231217,490.9810662,0.7742676208,0.9007535086,0.9042522299,0.8113568832,5.065196078
286.JPG,0.06320890543,9.739215686,0.08856778005,0.9994638524,0.9994648141,0.9989279923,0.06531862745
287.JPG,15.52460121,656.0852022,0.7613689131,0.8612193136,0.8656289429,0.7416987061,6.995894608
288.JPG,5.32165103,402.9331189,0.7647797326,0.9479022888,0.9495488172,0.898518749,3.331403186
289.JPG,0.3921796473,13.66632966,0.7588997941,0.9972579851,0.9973729067,0.9945234888,0.1483455882
29.JPG,4.828694121,246.1199142,0.7272934467,0.9533555993,0.9550670962,0.9088868987,2.507843137
290.JPG,2.467554645,147.9393076,0.7234259747,0.9733153972,0.9740246473,0.9473428624,1.518290441
291.JPG,0.9856988206,63.61501225,0.7561681821,0.9894915094,0.9899787562,0.9790934472,0.6008884804
292.JPG,9.627329193,378.1894914,0.7500871744,0.9111085692,0.9133267614,0.8301188248,4.490563725
293.JPG,18.94803998,452.7449755,0.85533653,0.8562372159,0.8623785807,0.7331421699,5.57745098
294.JPG,83.04983942,656.5136642,0.937798695,0.6198583863,0.6505074546,0.384224419,9.148529412
295.JPG,0.3955116749,5.004136029,0.2258458628,0.9965074634,0.9966317876,0.9930271246,0.09390318627
296.JPG,3.837439413,204.2006434,0.7322951076,0.9585024646,0.9596372992,0.9187269747,2.245343137
297.JPG,6.205481106,313.420098,0.7242506108,0.928586837,0.930562608,0.8622735138,3.651317402
298.JPG,0.06183017312,1.546017157,0.493802537,0.9995557623,0.9995563652,0.999111722,0.0228247549
299.JPG,6.775411864,364.4563725,0.7385061764,0.9331968844,0.9346357497,0.870856425,3.843719363
3.JPG,0.2986106745,9.523927696,0.2310885334,0.9972886378,0.9973123141,0.994584627,0.1350183824
30.JPG,0.07407407407,1.581770833,0.7650226589,0.9994944877,0.9995263553,0.9989892309,0.02199754902
300.JPG,3.334593133,167.1943627,0.7315044298,0.9640783964,0.9649169222,0.9294471544,1.947579657
301.JPG,5.030871976,270.5797181,0.7067201326,0.9588855807,0.9598654661,0.9194615568,2.584803922
302.JPG,5.967894799,271.9273897,0.7711886566,0.9422189662,0.9439133175,0.8877765803,2.924172794
303.JPG,75.96631238,830.5106924,0.9148046662,0.6057162894,0.6390989605,0.3668922232,10.31335784
304.JPG,10.70747842,291.4947917,0.9179616785,0.8705598865,0.880964525,0.7578745159,3.630147059
305.JPG,21.17508467,607.9786458,0.7990609241,0.8437693128,0.8484709318,0.7119466533,7.131188725
